"REF_DATE","GEO","DGUID","Type of vehicle","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006","Saskatchewan","2016A000247","Buses","Number","223","units ","0","v1456810","9.6","3749","","","","0"
"2006","Saskatchewan","2016A000247","Motorcycles and mopeds","Number","223","units ","0","v1456811","9.7","6263","","","","0"
"2006","Saskatchewan","2016A000247","Trailers","Number","223","units ","0","v1456812","9.8","131154","","","","0"
"2006","Saskatchewan","2016A000247","Off-road, construction, farm vehicles","Number","223","units ","0","v1456813","9.9","4181","","","","0"
"2006","Alberta","2016A000248","Total, vehicle registrations","Number","223","units ","0","v1456814","10.1","3617981","","","","0"
"2006","Alberta","2016A000248","Total, road motor vehicle registrations","Number","223","units ","0","v1456815","10.2","2618642","","","","0"
"2006","Alberta","2016A000248","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456816","10.3","2339251","","","","0"
"2006","Alberta","2016A000248","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456817","10.4","113728","","","","0"
"2006","Alberta","2016A000248","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456818","10.5","80965","","","","0"
"2006","Alberta","2016A000248","Buses","Number","223","units ","0","v1456819","10.6","13577","","","","0"
"2006","Alberta","2016A000248","Motorcycles and mopeds","Number","223","units ","0","v1456820","10.7","71119","","","","0"
"2006","Alberta","2016A000248","Trailers","Number","223","units ","0","v1456821","10.8","884938","","","","0"
"2006","Alberta","2016A000248","Off-road, construction, farm vehicles","Number","223","units ","0","v1456822","10.9","114401","","","","0"
"2006","British Columbia","2016A000259","Total, vehicle registrations","Number","223","units ","0","v1456823","11.1","2972298","","","","0"
"2006","British Columbia","2016A000259","Total, road motor vehicle registrations","Number","223","units ","0","v1456824","11.2","2616264","","","","0"
"2006","British Columbia","2016A000259","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456825","11.3","2442248","","","","0"
"2006","British Columbia","2016A000259","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456826","11.4","103422","","","","0"
"2006","British Columbia","2016A000259","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456827","11.5","16874","","","","0"
"2006","British Columbia","2016A000259","Buses","Number","223","units ","0","v1456828","11.6","9001","","","","0"
"2006","British Columbia","2016A000259","Motorcycles and mopeds","Number","223","units ","0","v1456829","11.7","44717","","","","0"
"2006","British Columbia","2016A000259","Trailers","Number","223","units ","0","v1456830","11.8","323042","","","","0"
"2006","British Columbia","2016A000259","Off-road, construction, farm vehicles","Number","223","units ","0","v1456831","11.9","32990","","","","0"
"2006","Yukon","2016A000260","Total, vehicle registrations","Number","223","units ","0","v1456832","12.1","39274","","","","0"
"2006","Yukon","2016A000260","Total, road motor vehicle registrations","Number","223","units ","0","v1456833","12.2","28824","","","","0"
"2006","Yukon","2016A000260","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456834","12.3","24957","","","","0"
"2006","Yukon","2016A000260","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456835","12.4","1664","","","","0"
"2006","Yukon","2016A000260","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456836","12.5","1248","","","","0"
"2006","Yukon","2016A000260","Buses","Number","223","units ","0","v1456837","12.6","299","","","","0"
"2006","Yukon","2016A000260","Motorcycles and mopeds","Number","223","units ","0","v1456838","12.7","653","","","","0"
"2006","Yukon","2016A000260","Trailers","Number","223","units ","0","v1456839","12.8","9316","","","","0"
"2006","Yukon","2016A000260","Off-road, construction, farm vehicles","Number","223","units ","0","v1456840","12.9","1134","","","","0"
"2006","Northwest Territories","2016A000261","Total, vehicle registrations","Number","223","units ","0","v1456841","13.1","28120","","","","0"
"2006","Northwest Territories","2016A000261","Total, road motor vehicle registrations","Number","223","units ","0","v1456842","13.2","22944","","","","0"
"2006","Northwest Territories","2016A000261","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456843","13.3","20574","","","","0"
"2006","Northwest Territories","2016A000261","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456844","13.4","715","","","","0"
"2006","Northwest Territories","2016A000261","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456845","13.5","1025","","","","0"
"2006","Northwest Territories","2016A000261","Buses","Number","223","units ","0","v1456846","13.6","114","","","","0"
"2006","Northwest Territories","2016A000261","Motorcycles and mopeds","Number","223","units ","0","v1456847","13.7","514","","","","0"
"2006","Northwest Territories","2016A000261","Trailers","Number","223","units ","0","v1456848","13.8","3957","","","","0"
"2006","Northwest Territories","2016A000261","Off-road, construction, farm vehicles","Number","223","units ","0","v1456849","13.9","1218","","","","0"
"2006","Nunavut","2016A000262","Total, vehicle registrations","Number","223","units ","0","v1456850","14.1","4911","","","","0"
"2006","Nunavut","2016A000262","Total, road motor vehicle registrations","Number","223","units ","0","v1456851","14.2","3663","","","","0"
"2006","Nunavut","2016A000262","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456852","14.3","3217","","","","0"
"2006","Nunavut","2016A000262","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456853","14.4","222","","","","0"
"2006","Nunavut","2016A000262","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456854","14.5","155","","","","0"
"2006","Nunavut","2016A000262","Buses","Number","223","units ","0","v1456855","14.6","14","","","","0"
"2006","Nunavut","2016A000262","Motorcycles and mopeds","Number","223","units ","0","v1456856","14.7","53","","","","0"
"2006","Nunavut","2016A000262","Trailers","Number","223","units ","0","v1456857","14.8","66","","","","0"
"2006","Nunavut","2016A000262","Off-road, construction, farm vehicles","Number","223","units ","0","v1456858","14.9","1181","","","","0"
"2007","Canada","2016A000011124","Total, vehicle registrations","Number","223","units ","0","v1456733","1.1","27577524","","","","0"
"2007","Canada","2016A000011124","Total, road motor vehicle registrations","Number","223","units ","0","v1456734","1.2","20593251","","","","0"
"2007","Canada","2016A000011124","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456735","1.3","19198960","","","","0"
"2007","Canada","2016A000011124","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456736","1.4","461144","","","","0"
"2007","Canada","2016A000011124","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456737","1.5","328128","","","","0"
"2007","Canada","2016A000011124","Buses","Number","223","units ","0","v1456738","1.6","82583","","","","0"
"2007","Canada","2016A000011124","Motorcycles and mopeds","Number","223","units ","0","v1456739","1.7","522433","","","","0"
"2007","Canada","2016A000011124","Trailers","Number","223","units ","0","v1456740","1.8","5231114","","","","0"
"2007","Canada","2016A000011124","Off-road, construction, farm vehicles","Number","223","units ","0","v1456741","1.9","1753158","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Total, vehicle registrations","Number","223","units ","0","v1456742","2.1","464432","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Total, road motor vehicle registrations","Number","223","units ","0","v1456743","2.2","284433","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456744","2.3","268190","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456745","2.4","4211","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456746","2.5","3331","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Buses","Number","223","units ","0","v1456747","2.6","1239","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Motorcycles and mopeds","Number","223","units ","0","v1456748","2.7","7460","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Trailers","Number","223","units ","0","v1456749","2.8","35422","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Off-road, construction, farm vehicles","Number","223","units ","0","v1456750","2.9","144575","","","","0"
"2007","Prince Edward Island","2016A000211","Total, vehicle registrations","Number","223","units ","0","v1456751","3.1","97032","","","","0"
"2007","Prince Edward Island","2016A000211","Total, road motor vehicle registrations","Number","223","units ","0","v1456752","3.2","84402","","","","0"
"2007","Prince Edward Island","2016A000211","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456753","3.3","77873","","","","0"
"2007","Prince Edward Island","2016A000211","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456754","3.4","1477","","","","0"
"2007","Prince Edward Island","2016A000211","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456755","3.5","2794","","","","0"
"2007","Prince Edward Island","2016A000211","Buses","Number","223","units ","0","v1456756","3.6","92","","","","0"
"2007","Prince Edward Island","2016A000211","Motorcycles and mopeds","Number","223","units ","0","v1456757","3.7","2165","","","","0"
"2007","Prince Edward Island","2016A000211","Trailers","Number","223","units ","0","v1456758","3.8","11322","","","","0"
"2007","Prince Edward Island","2016A000211","Off-road, construction, farm vehicles","Number","223","units ","0","v1456759","3.9","1308","","","","0"
"2007","Nova Scotia","2016A000212","Total, vehicle registrations","Number","223","units ","0","v1456760","4.1","684948","","","","0"
"2007","Nova Scotia","2016A000212","Total, road motor vehicle registrations","Number","223","units ","0","v1456761","4.2","580195","","","","0"
"2007","Nova Scotia","2016A000212","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456762","4.3","548111","","","","0"
"2007","Nova Scotia","2016A000212","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456763","4.4","8742","","","","0"
"2007","Nova Scotia","2016A000212","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456764","4.5","7966","","","","0"
"2007","Nova Scotia","2016A000212","Buses","Number","223","units ","0","v1456765","4.6","1847","","","","0"
"2007","Nova Scotia","2016A000212","Motorcycles and mopeds","Number","223","units ","0","v1456766","4.7","13528","","","","0"
"2007","Nova Scotia","2016A000212","Trailers","Number","223","units ","0","v1456767","4.8","50558","","","","0"
"2007","Nova Scotia","2016A000212","Off-road, construction, farm vehicles","Number","223","units ","0","v1456768","4.9","54194","","","","0"
"2007","New Brunswick","2016A000213","Total, vehicle registrations","Number","223","units ","0","v1456769","5.1","632158","","","","0"
"2007","New Brunswick","2016A000213","Total, road motor vehicle registrations","Number","223","units ","0","v1456770","5.2","502438","","","","0"
"2007","New Brunswick","2016A000213","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456771","5.3","471013","","","","0"
"2007","New Brunswick","2016A000213","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456772","5.4","7578","","","","0"
"2007","New Brunswick","2016A000213","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456773","5.5","4396","","","","0"
"2007","New Brunswick","2016A000213","Buses","Number","223","units ","0","v1456774","5.6","2932","","","","0"
"2007","New Brunswick","2016A000213","Motorcycles and mopeds","Number","223","units ","0","v1456775","5.7","16518","","","","0"
"2007","New Brunswick","2016A000213","Trailers","Number","223","units ","0","v1456776","5.8","87237","","","","0"
"2007","New Brunswick","2016A000213","Off-road, construction, farm vehicles","Number","223","units ","0","v1456777","5.9","42482","","","","0"
"2007","Quebec","2016A000224","Total, vehicle registrations","Number","223","units ","0","v1456778","6.1","6875649","","","","0"
"2007","Quebec","2016A000224","Total, road motor vehicle registrations","Number","223","units ","0","v1456779","6.2","4761117","","","","0"
